,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,url
"Turandot: ""Nessun dorma!""",74WjYdm3Lvbwnds4thYPUU,0.212,0.301,-12.505,0.0384,0.963,0.0033,0.13,0.0798,84.025,2,1,https://open.spotify.com/track/74WjYdm3Lvbwnds4thYPUU
"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",3VQ7hwiEfaHDl3AySgyaiR,0.436,0.151,-20.745,0.0603,0.955,0.793,0.11,0.359,103.777,11,0,https://open.spotify.com/track/3VQ7hwiEfaHDl3AySgyaiR
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor",6cC6h5E351deEGFd7Kh9uy,0.465,0.128,-17.628,0.0519,0.978,0.271,0.0423,0.428,111.471,9,0,https://open.spotify.com/track/6cC6h5E351deEGFd7Kh9uy
"Dolly, Op. 56: 1. Berceuse",3NbAsIxDL0fVgNuCLD152P,0.37,0.0076,-33.663,0.0384,0.995,0.91,0.0864,0.278,62.668,4,1,https://open.spotify.com/track/3NbAsIxDL0fVgNuCLD152P
"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",1ENZ1YHuOp5MMFJlWBQ6V7,0.31,0.0555,-25.695,0.0395,0.994,0.906,0.121,0.566,70.515,7,1,https://open.spotify.com/track/1ENZ1YHuOp5MMFJlWBQ6V7
"Symphonic Variations on an African Air, Op.63",2ceu417OdiSxzR3K7B1n2M,0.224,0.0291,-26.167,0.0455,0.959,0.845,0.106,0.0538,121.131,7,1,https://open.spotify.com/track/2ceu417OdiSxzR3K7B1n2M
The Rite of Spring: Part One: Adoration of the Earth: Introduction,1MiWGSGDC5mGoP3MNclZ7s,0.101,0.0241,-30.172,0.0485,0.947,0.847,0.0693,0.0329,87.14,11,0,https://open.spotify.com/track/1MiWGSGDC5mGoP3MNclZ7s
"Rêverie, L. 68: Rêverie",43bSKCMWHIuBsUVmQcDX1J,0.296,0.00896,-31.948,0.0394,0.994,0.91,0.0815,0.0673,69.44,7,0,https://open.spotify.com/track/43bSKCMWHIuBsUVmQcDX1J
Violin Concerto No. 10 in G Major: Largo,3Rw0Rg4LjlYnuxIyioW3vg,0.212,0.0517,-24.467,0.0525,0.928,0.639,0.112,0.152,185.678,2,1,https://open.spotify.com/track/3Rw0Rg4LjlYnuxIyioW3vg
"The Gadfly Suite, Op. 97a: VIII. Romance",6VDHdry8ytOL2WWbePDxSD,0.116,0.0694,-23.624,0.0497,0.969,0.644,0.109,0.0377,169.789,0,1,https://open.spotify.com/track/6VDHdry8ytOL2WWbePDxSD
"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",64ZxBE1ZgK4C0lGljXzDcG,0.48,0.163,-19.117,0.0645,0.81,0.754,0.093,0.212,158.366,5,0,https://open.spotify.com/track/64ZxBE1ZgK4C0lGljXzDcG
Young Person's Guide To The Orchestra,0w4LgJ5G1Xz5jLS3HX8oyq,0.218,0.117,-18.585,0.0489,0.94,0.861,0.15,0.0599,77.009,0,1,https://open.spotify.com/track/0w4LgJ5G1Xz5jLS3HX8oyq
Rhapsody In Blue,0yzhOPf0iw2qWwcXRRta5L,0.309,0.258,-15.327,0.0459,0.976,0.69,0.0924,0.115,74.568,9,1,https://open.spotify.com/track/0yzhOPf0iw2qWwcXRRta5L
"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",6kg7bfwsTKzRqnBGGv4VqR,0.193,0.0839,-22.849,0.0406,0.971,0.822,0.118,0.0569,85.556,8,1,https://open.spotify.com/track/6kg7bfwsTKzRqnBGGv4VqR
"Pelléas et Mélisande, Op. 80: 4. Sicilienne",0oIQl9tFpCiKBRavEIIGzo,0.164,0.0194,-34.126,0.0434,0.938,0.859,0.0939,0.0581,101.708,3,1,https://open.spotify.com/track/0oIQl9tFpCiKBRavEIIGzo
"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",7uf3aFC1msj0t5cYImgOWy,0.241,0.122,-22.411,0.0497,0.925,0.66,0.126,0.187,66.325,7,1,https://open.spotify.com/track/7uf3aFC1msj0t5cYImgOWy
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",6cUCckpdlqHJ5Ascf2uH2A,0.248,0.298,-15.661,0.0395,0.957,0.9,0.0943,0.157,97.853,0,0,https://open.spotify.com/track/6cUCckpdlqHJ5Ascf2uH2A
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",76wXMaJVSr0nSsKsSdwAiu,0.166,0.0363,-26.822,0.0381,0.978,0.922,0.0882,0.039,84.467,11,1,https://open.spotify.com/track/76wXMaJVSr0nSsKsSdwAiu
On The Nature Of Daylight,5DFUsGW4Cmltv8Spd0u1aV,0.0891,0.341,-12.681,0.046,0.145,0.836,0.111,0.0334,85.231,10,0,https://open.spotify.com/track/5DFUsGW4Cmltv8Spd0u1aV
"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",58Q96yWnuBqlKEGd2vGyAg,0.24,0.0648,-25.208,0.0426,0.935,0.0272,0.258,0.0771,95.286,4,0,https://open.spotify.com/track/58Q96yWnuBqlKEGd2vGyAg
"Hungarian Dance No. 5 in G Minor, WoO 1, No. 5",5d6FOGCa0EDqCJSpccEh8s,0.359,0.046,-18.725,0.0407,0.901,0.118,0.277,0.263,127.653,6,0,https://open.spotify.com/track/5d6FOGCa0EDqCJSpccEh8s
"Ave Maria, D. 839",4GnVpbnWjHFrpXjAcPHvqM,0.12,0.138,-15.538,0.048,0.994,0.686,0.11,0.043,67.894,10,1,https://open.spotify.com/track/4GnVpbnWjHFrpXjAcPHvqM
"Cello Concerto No.1, Op.107: 1. Allegretto",7dchPojQcmY6eMBFJAo64i,0.463,0.162,-24.484,0.045,0.963,0.825,0.0943,0.374,125.514,7,0,https://open.spotify.com/track/7dchPojQcmY6eMBFJAo64i
"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",1aTpzY2ggWHhPi8p2f56u1,0.436,0.00518,-36.593,0.067,0.995,0.932,0.0788,0.275,135.286,7,1,https://open.spotify.com/track/1aTpzY2ggWHhPi8p2f56u1
"Cello Concerto In B Minor, Op.104, B. 191: 1. Allegro",0neipEnwEzyd66aUqUsg5P,0.231,0.133,-20.274,0.0437,0.963,0.659,0.135,0.0564,122.239,2,1,https://open.spotify.com/track/0neipEnwEzyd66aUqUsg5P
Piazzolla: Libertango,0mcgXc8P5GyGtP9aY7zir6,0.367,0.316,-14.49,0.0429,0.927,0.779,0.113,0.242,149.089,9,0,https://open.spotify.com/track/0mcgXc8P5GyGtP9aY7zir6
Symphony No. 3 in C Minor: II. Andante ma non troppo,5Wj90oTRAxvTUivep2HlUu,0.096,0.0325,-24.978,0.0416,0.977,0.852,0.0738,0.035,87.85,8,1,https://open.spotify.com/track/5Wj90oTRAxvTUivep2HlUu
"Mephisto Waltz No. 1, S. 514",1dFVnX4mJTnWubAPE8S3OR,0.356,0.152,-20.155,0.0406,0.981,0.903,0.0807,0.04,132.413,4,1,https://open.spotify.com/track/1dFVnX4mJTnWubAPE8S3OR
"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",3jLcwFns5S9OYQojN8XAkJ,0.154,0.00261,-36.267,0.0419,0.89,0.763,0.125,0.0366,83.549,1,1,https://open.spotify.com/track/3jLcwFns5S9OYQojN8XAkJ
Merry Christmas Mr. Lawrence (Arr. Metcalfe),5bVlEvO3SadcOyh6rnWW4P,0.339,0.0588,-17.647,0.0373,0.984,0.862,0.12,0.198,105.916,10,0,https://open.spotify.com/track/5bVlEvO3SadcOyh6rnWW4P
"Tsar Saltan, Op. 57: Flight of the Bumblebee",4fDodwdZ1LBDL2I2WCnUMY,0.458,0.11,-22.234,0.0309,0.977,0.903,0.359,0.481,83.43,9,0,https://open.spotify.com/track/4fDodwdZ1LBDL2I2WCnUMY
"Symphony No.5 in E flat, Op.82: 3. Allegro molto",7xGcLLeK1de0I71lH28DeM,0.144,0.0868,-23.338,0.0387,0.891,0.904,0.177,0.0737,94.463,8,1,https://open.spotify.com/track/7xGcLLeK1de0I71lH28DeM
"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",72jIJDADnBLJKXV2yxv5N0,0.352,0.235,-16.235,0.0398,0.894,0.675,0.396,0.329,109.16,2,1,https://open.spotify.com/track/72jIJDADnBLJKXV2yxv5N0
"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",5i7bLnNE0R3m1MNUY7UsqT,0.377,0.173,-21.377,0.0329,0.991,0.909,0.103,0.558,132.187,9,1,https://open.spotify.com/track/5i7bLnNE0R3m1MNUY7UsqT
Hummel: Trumpet Concerto In E Flat - Iii Rondo,246ntJR3A2s7B5E40FTCLf,0.496,0.249,-18.131,0.0411,0.98,0.934,0.12,0.719,144.239,3,1,https://open.spotify.com/track/246ntJR3A2s7B5E40FTCLf
"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",5U7T2widXE5MqoQ6dmi3O9,0.357,0.0464,-20.868,0.0434,0.992,0.859,0.109,0.0417,69.859,8,1,https://open.spotify.com/track/5U7T2widXE5MqoQ6dmi3O9
"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse",3sAYxq1986j3ydqLv6jwUJ,0.0,0.0842,-19.397,0.0,0.755,0.889,0.262,0.0,0.0,9,1,https://open.spotify.com/track/3sAYxq1986j3ydqLv6jwUJ
"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",2dEbRirkEtImY7HdYxrgRS,0.0716,0.0408,-28.284,0.0399,0.851,0.901,0.0844,0.0377,77.047,7,1,https://open.spotify.com/track/2dEbRirkEtImY7HdYxrgRS
"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": I. Awakening of Cheerful Feelings Upon Arrival in the Country: Allegro ma non troppo",408VC5UfnAh3Uhl0RQpbkA,0.302,0.0355,-24.074,0.0363,0.932,0.304,0.043,0.186,115.104,0,1,https://open.spotify.com/track/408VC5UfnAh3Uhl0RQpbkA
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",2TB6PQkgnw9rrFRK4VOOrC,0.411,0.0487,-25.68,0.0383,0.985,0.918,0.0944,0.101,128.859,10,1,https://open.spotify.com/track/2TB6PQkgnw9rrFRK4VOOrC
"Violin Concerto In E Minor, Op.64, MWV O14: 1. Allegro molto appassionato",2mPd1593fOWtbSGqA0VVcS,0.278,0.151,-19.607,0.042,0.917,0.122,0.273,0.167,99.212,4,0,https://open.spotify.com/track/2mPd1593fOWtbSGqA0VVcS
"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",63cA2QfqtWZa0GGPZnYc0K,0.0999,0.0241,-25.651,0.0432,0.98,0.766,0.0623,0.0396,89.001,2,1,https://open.spotify.com/track/63cA2QfqtWZa0GGPZnYc0K
"Respighi: Pini di Roma, P. 141: III. I pini del Gianicolo",5CfxpBCYwfB17MMgARumHl,0.0754,0.0102,-35.69,0.0464,0.901,0.106,0.0817,0.0331,81.324,4,1,https://open.spotify.com/track/5CfxpBCYwfB17MMgARumHl
"The Nutcracker, Op.71, TH.14 / Act 2: No. 12b Coffee (Arabian Dance)",5eQKtxGSPvl9NEPXAuzzTJ,0.156,0.00709,-34.153,0.0382,0.941,0.799,0.0986,0.041,97.925,7,0,https://open.spotify.com/track/5eQKtxGSPvl9NEPXAuzzTJ
"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",3uLsZpdHrJsR9AjrrxMI66,0.169,0.0974,-21.414,0.042,0.864,0.632,0.087,0.0524,170.379,3,1,https://open.spotify.com/track/3uLsZpdHrJsR9AjrrxMI66
Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),6GDuB7BvASYD9JePYvOEX1,0.203,0.0641,-27.51,0.0529,0.972,0.94,0.101,0.0978,73.105,5,1,https://open.spotify.com/track/6GDuB7BvASYD9JePYvOEX1
"Comptine d'un autre été, l'après-midi",4O2N861eOnF9q8EtpH8IJu,0.484,0.192,-15.378,0.0465,0.991,0.908,0.106,0.0559,100.084,2,1,https://open.spotify.com/track/4O2N861eOnF9q8EtpH8IJu
Appalachian Spring: VII. Doppio movimento,6vS8JCT9WqTFeAuu8smjRF,0.186,0.124,-15.271,0.0434,0.978,0.865,0.111,0.248,77.903,1,1,https://open.spotify.com/track/6vS8JCT9WqTFeAuu8smjRF
Nascence,6zcP5A5Xv6bvCUpwXrswKa,0.203,0.112,-18.029,0.0418,0.936,0.935,0.126,0.0374,72.483,11,0,https://open.spotify.com/track/6zcP5A5Xv6bvCUpwXrswKa
Speaking Unto Nations (Beethoven Symphony no 7 - II ),4EcOBeGY1r0j26Z8FJ1nVZ,0.093,0.0249,-20.74,0.0463,0.513,0.805,0.0831,0.0365,79.369,4,0,https://open.spotify.com/track/4EcOBeGY1r0j26Z8FJ1nVZ
"Symphony No. 3 in F Major, Op. 90: I. Allegro con brio - Un poco sostenuto - Tempo I",7vJhOBgOkXyEJvw1vsU6HB,0.156,0.0978,-16.326,0.0371,0.976,0.893,0.0854,0.0638,179.447,5,1,https://open.spotify.com/track/7vJhOBgOkXyEJvw1vsU6HB
"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",3pzBD8BVdrv7VJ7glRYshl,0.364,0.0592,-21.757,0.057,0.978,0.0,0.0823,0.185,123.789,2,1,https://open.spotify.com/track/3pzBD8BVdrv7VJ7glRYshl
"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",1M2RkUUJ9wXRsW3jN1MCHS,0.343,0.0209,-27.015,0.0398,0.987,0.922,0.126,0.0393,125.242,8,1,https://open.spotify.com/track/1M2RkUUJ9wXRsW3jN1MCHS
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49",6mhQ7eOHaV0ur2ooKTavW1,0.173,0.182,-18.848,0.0437,0.886,0.894,0.224,0.0781,70.831,3,1,https://open.spotify.com/track/6mhQ7eOHaV0ur2ooKTavW1
Parce Mihi Domine,46tPGzCXCI2oKsemztDA9u,0.193,0.0656,-19.239,0.0471,0.995,0.829,0.119,0.0359,128.975,10,1,https://open.spotify.com/track/46tPGzCXCI2oKsemztDA9u
"Organ Sonata No. 4, BWV 528: II. Andante [Adagio] (Transcr. by August Stradal)",5Pl2CXDkaP6WEnJ0bpKGOm,0.384,0.0414,-23.019,0.0378,0.992,0.897,0.0684,0.0618,71.224,11,0,https://open.spotify.com/track/5Pl2CXDkaP6WEnJ0bpKGOm
Mulher do Fim do Mundo - Ao Vivo,4awn0ldcV9dWzIKWTDSYDg,0.501,0.83,-8.225,0.0795,0.274,0.0,0.927,0.476,160.091,4,0,https://open.spotify.com/track/4awn0ldcV9dWzIKWTDSYDg
Tangerina - Ao Vivo,6TDPTk5c9r1aAaLEILqNmA,0.664,0.575,-13.538,0.0637,0.0364,0.00458,0.687,0.517,109.009,6,0,https://open.spotify.com/track/6TDPTk5c9r1aAaLEILqNmA
Pra Gente Acordar,4uh2UmvDt2b8xrQPsWZhfv,0.701,0.485,-10.927,0.0614,0.596,0.00952,0.326,0.554,85.929,8,1,https://open.spotify.com/track/4uh2UmvDt2b8xrQPsWZhfv
Partilhar,6GfRv9IRF7rcJLss3kEw6d,0.617,0.533,-6.386,0.0395,0.47,0.0,0.114,0.589,123.959,7,1,https://open.spotify.com/track/6GfRv9IRF7rcJLss3kEw6d
Soprou,3XOeVijHjhP33Avx55BEgK,0.731,0.528,-11.371,0.226,0.828,0.0258,0.0897,0.258,101.9,4,0,https://open.spotify.com/track/3XOeVijHjhP33Avx55BEgK
Quando for falar de amor,54UtNNxoRZxZ3nKGo3EUwc,0.379,0.61,-8.269,0.0509,0.46,0.000151,0.112,0.238,80.875,0,1,https://open.spotify.com/track/54UtNNxoRZxZ3nKGo3EUwc
Eu Te Amo - Voz E Violão,4U9eZDj53JgPJxnEMZjd0h,0.85,0.382,-7.806,0.0459,0.823,0.0043,0.114,0.836,120.223,4,0,https://open.spotify.com/track/4U9eZDj53JgPJxnEMZjd0h
Pode Se Achegar,5pmBfQ7bewBJR9dhVnqMHU,0.647,0.421,-9.012,0.0411,0.635,0.0,0.169,0.422,119.924,1,1,https://open.spotify.com/track/5pmBfQ7bewBJR9dhVnqMHU
Calma,1IcI7zO7RvGKGWx5jRNouz,0.554,0.709,-7.042,0.0649,0.454,0.0288,0.173,0.796,169.937,9,0,https://open.spotify.com/track/1IcI7zO7RvGKGWx5jRNouz
Jovem (Acústico),0snDHP53A5em4iNk8hp6Hj,0.692,0.201,-12.161,0.0355,0.921,0.000328,0.0986,0.387,127.87,3,1,https://open.spotify.com/track/0snDHP53A5em4iNk8hp6Hj
Devagarinho,6Z31EC25RDuY3EdasdaYfg,0.639,0.485,-9.83,0.113,0.423,0.0,0.274,0.258,93.024,9,1,https://open.spotify.com/track/6Z31EC25RDuY3EdasdaYfg
Baby 95,6Ry9Jqt3riMhgX46T6XwdL,0.64,0.672,-7.688,0.0738,0.589,2.79e-06,0.12,0.396,136.153,11,0,https://open.spotify.com/track/6Ry9Jqt3riMhgX46T6XwdL
A Vida É Boa Com Você - Voz E Violão,7w36CnYumoRl1ryZOWsJnk,0.483,0.282,-9.537,0.0383,0.826,0.0,0.104,0.287,140.724,4,1,https://open.spotify.com/track/7w36CnYumoRl1ryZOWsJnk
Outono,1oFXWGb5SWcChrzJuXXmvj,0.302,0.293,-9.702,0.0317,0.952,0.0,0.114,0.146,75.007,11,1,https://open.spotify.com/track/1oFXWGb5SWcChrzJuXXmvj
Duas da Tarde,6bmdS45trR3N3xYoydgcvH,0.844,0.351,-14.547,0.0486,0.893,0.295,0.119,0.593,120.045,6,1,https://open.spotify.com/track/6bmdS45trR3N3xYoydgcvH
"Amarelo, azul e branco",2LOIoeI16A8jjKubPKoCSa,0.589,0.542,-8.359,0.0746,0.125,3.31e-05,0.0883,0.327,100.884,6,0,https://open.spotify.com/track/2LOIoeI16A8jjKubPKoCSa
Proposta,7zHMpTOaWvUDgJjhDbIhxP,0.8,0.551,-6.751,0.0369,0.579,8.43e-05,0.204,0.466,130.037,2,0,https://open.spotify.com/track/7zHMpTOaWvUDgJjhDbIhxP
Vumbora Amar,2NVXuJjaw6TJHh0raYymLQ,0.78,0.624,-10.353,0.0655,0.264,0.0423,0.14,0.93,104.957,6,0,https://open.spotify.com/track/2NVXuJjaw6TJHh0raYymLQ
Apesar de Querer,0LJV2QhVJcziN4VySL2MQ1,0.423,0.426,-8.503,0.0333,0.726,0.0577,0.0943,0.437,126.708,11,0,https://open.spotify.com/track/0LJV2QhVJcziN4VySL2MQ1
Calmô,5DHApowmRCAlCHRiLapAPh,0.671,0.267,-13.583,0.0319,0.403,0.00893,0.0597,0.435,135.219,6,1,https://open.spotify.com/track/5DHApowmRCAlCHRiLapAPh
Te Vi Na Rua,7sJhzlcx24p2qjCl4gjhPw,0.895,0.658,-6.157,0.12,0.177,1.59e-06,0.337,0.82,114.987,0,1,https://open.spotify.com/track/7sJhzlcx24p2qjCl4gjhPw
Na Estrada,1kurYZn4PdsziIm0IsttFY,0.52,0.716,-6.601,0.0461,0.706,0.0,0.362,0.801,89.954,4,0,https://open.spotify.com/track/1kurYZn4PdsziIm0IsttFY
Você mentiu,2GsvXMAz16fKroAmaCxLfL,0.809,0.328,-11.966,0.0351,0.648,1.51e-05,0.107,0.304,82.01,8,1,https://open.spotify.com/track/2GsvXMAz16fKroAmaCxLfL
Algum Ritmo,5EVv8M3vhByFLLqT1dkdGd,0.767,0.496,-7.946,0.0347,0.333,0.0694,0.111,0.17,104.003,4,0,https://open.spotify.com/track/5EVv8M3vhByFLLqT1dkdGd
Bom Mesmo É Estar Debaixo D'Água,5nBrdTO6k3DJZJdB6IRp1c,0.556,0.428,-12.406,0.0556,0.791,0.0192,0.0899,0.366,172.05,2,0,https://open.spotify.com/track/5nBrdTO6k3DJZJdB6IRp1c
Pupila,7Gk5OrMYaMRtT2JmgJVAfk,0.716,0.426,-9.576,0.128,0.401,0.0,0.11,0.434,88.794,10,1,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk
Cafeína,0S3Q4nv7VBxWQmRBQ36RGp,0.586,0.763,-6.465,0.0335,0.275,0.0,0.142,0.772,145.961,5,1,https://open.spotify.com/track/0S3Q4nv7VBxWQmRBQ36RGp
Velha Infância - Acústico,2mGLhWWDAy7EnDz8wW3xdY,0.415,0.134,-13.897,0.0321,0.885,0.0,0.115,0.563,149.207,5,1,https://open.spotify.com/track/2mGLhWWDAy7EnDz8wW3xdY
Frágil Coração,2VxnvfZykJxJkRTXd6tZUI,0.61,0.389,-9.294,0.0343,0.703,0.00123,0.255,0.263,150.117,0,0,https://open.spotify.com/track/2VxnvfZykJxJkRTXd6tZUI
N,7iNcOVH9n4EEY2rwWAQOsA,0.517,0.479,-8.201,0.028,0.718,0.0,0.115,0.546,149.182,0,1,https://open.spotify.com/track/7iNcOVH9n4EEY2rwWAQOsA
Um Pôr do Sol Na Praia,7JGjgJOUPjyc35carv8hoh,0.822,0.466,-8.432,0.0407,0.284,0.00506,0.152,0.595,141.975,2,1,https://open.spotify.com/track/7JGjgJOUPjyc35carv8hoh
Sem Samba Não Dá,1pIwgYq2uM1Q2nu9DTODGP,0.722,0.613,-10.627,0.0464,0.722,0.0204,0.109,0.969,167.909,7,1,https://open.spotify.com/track/1pIwgYq2uM1Q2nu9DTODGP
Quase um Segundo,6uZF39sCk7ZhqO2GLfu3pj,0.529,0.343,-8.247,0.0286,0.625,0.0026,0.11,0.0945,92.15,2,1,https://open.spotify.com/track/6uZF39sCk7ZhqO2GLfu3pj
Prudência,7byA56peap14u8Pj3CcMgJ,0.415,0.179,-13.762,0.0514,0.832,3.2e-06,0.111,0.22,171.173,2,1,https://open.spotify.com/track/7byA56peap14u8Pj3CcMgJ
Paula e Bebeto,62eMpHTC584YQztqxELhmK,0.706,0.563,-9.806,0.0382,0.0117,0.000115,0.126,0.806,140.015,7,1,https://open.spotify.com/track/62eMpHTC584YQztqxELhmK
"Ai, Amor",3bR8wBqLky6b61ROJlaBEF,0.725,0.532,-10.531,0.0457,0.546,0.00131,0.0969,0.559,103.94,4,1,https://open.spotify.com/track/3bR8wBqLky6b61ROJlaBEF
eu reparo,6xKbq9Iea0mpOXKWmkJnxN,0.691,0.395,-6.937,0.0382,0.819,0.0,0.151,0.441,134.017,10,0,https://open.spotify.com/track/6xKbq9Iea0mpOXKWmkJnxN
Meu Pisêro,5qGGfyftujLWwzYLSSeovE,0.61,0.822,-7.121,0.039,0.0568,0.00181,0.126,0.618,175.917,11,0,https://open.spotify.com/track/5qGGfyftujLWwzYLSSeovE
Quase Sem Querer - Ao Vivo,7Dq7nZVjT5obQKTG7CmaNf,0.364,0.382,-12.27,0.0334,0.829,4.65e-05,0.761,0.27,96.006,2,1,https://open.spotify.com/track/7Dq7nZVjT5obQKTG7CmaNf
Brisa,5llZMNDj7dy4EOnZxx4VSZ,0.796,0.508,-12.761,0.241,0.815,0.00314,0.0994,0.562,76.02,9,0,https://open.spotify.com/track/5llZMNDj7dy4EOnZxx4VSZ
Coisa Boa,1EVD9yPJ0uXK8ocecLkMtj,0.911,0.687,-6.353,0.236,0.115,0.0,0.0721,0.667,109.971,11,0,https://open.spotify.com/track/1EVD9yPJ0uXK8ocecLkMtj
Você Pra Sempre Em Mim,27Qv1EN4l1fNKpTweNdZ3O,0.681,0.186,-16.264,0.0305,0.917,0.000181,0.11,0.341,108.995,3,1,https://open.spotify.com/track/27Qv1EN4l1fNKpTweNdZ3O
Talvez,4DTttAJhLbK1BgDGkkt4mz,0.452,0.285,-13.637,0.0355,0.888,0.162,0.101,0.164,80.466,9,1,https://open.spotify.com/track/4DTttAJhLbK1BgDGkkt4mz
Vento Sardo,1NbWJcul8xK4AtYzTBLCnm,0.656,0.486,-8.869,0.0388,0.771,0.000128,0.11,0.515,125.905,1,1,https://open.spotify.com/track/1NbWJcul8xK4AtYzTBLCnm
Oi,78kar2tZk7655xZMibzXO3,0.807,0.56,-9.356,0.0459,0.296,0.0,0.101,0.725,134.093,7,1,https://open.spotify.com/track/78kar2tZk7655xZMibzXO3
Não Existe Amor em SP,4B6JZ4LJq7RcWROpOihdv6,0.468,0.246,-11.12,0.0361,0.941,2.98e-05,0.123,0.306,117.084,5,0,https://open.spotify.com/track/4B6JZ4LJq7RcWROpOihdv6
Flor da Pele,29RwEPuX6NmHrNHrKi6ovy,0.66,0.487,-7.443,0.0302,0.713,0.000825,0.912,0.205,124.676,9,0,https://open.spotify.com/track/29RwEPuX6NmHrNHrKi6ovy
Aí Sim,7tKMWgI7NN9wrdbkdjp6fd,0.834,0.616,-6.985,0.0358,0.281,0.00132,0.358,0.77,115.983,10,1,https://open.spotify.com/track/7tKMWgI7NN9wrdbkdjp6fd
Leve E Suave - Ao Vivo,4iONonHHcVgZTsxlrL1YOd,0.389,0.47,-21.938,0.283,0.58,0.00721,0.976,0.557,88.932,0,1,https://open.spotify.com/track/4iONonHHcVgZTsxlrL1YOd
Ela Diz Que Me Ama,2DYrEw8JZx2haYKAAKf0PX,0.679,0.647,-7.029,0.104,0.745,0.00227,0.108,0.763,148.016,5,0,https://open.spotify.com/track/2DYrEw8JZx2haYKAAKf0PX
Me conta da tua janela,6oEwV0l34zhnC7OmAqmHjY,0.394,0.137,-12.997,0.0342,0.954,3.74e-06,0.112,0.132,120.584,7,1,https://open.spotify.com/track/6oEwV0l34zhnC7OmAqmHjY
Linda Flor,2t6dl8pcfJ80aRLs5xMDlK,0.47,0.503,-7.539,0.035,0.661,0.0,0.0994,0.322,119.375,3,1,https://open.spotify.com/track/2t6dl8pcfJ80aRLs5xMDlK
Deixa (feat. Ana Gabriela),3fLqmaO4vvZpFZSZy52VMp,0.554,0.326,-8.223,0.0599,0.822,0.0,0.193,0.331,81.998,0,1,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp
Gelo,4gj2fFWAKao1PelfSzMlEg,0.546,0.563,-7.446,0.0945,0.242,0.0,0.109,0.897,169.874,0,1,https://open.spotify.com/track/4gj2fFWAKao1PelfSzMlEg
Muito Estranho: Turnê Voz e Violão (Ao Vivo no Rio de Janeiro),2dfPHiT5r0n6OmmbDXJxAP,0.521,0.278,-8.787,0.0403,0.808,4.36e-05,0.693,0.191,94.301,4,1,https://open.spotify.com/track/2dfPHiT5r0n6OmmbDXJxAP
Fica Tudo Bem,0trB3R0YBk3vGrGm5YSUTv,0.868,0.154,-12.973,0.0724,0.907,0.00151,0.122,0.807,120.037,3,1,https://open.spotify.com/track/0trB3R0YBk3vGrGm5YSUTv
Morena (Acoustic Version),5WNKIFHYww0zLmpnNheVjq,0.657,0.756,-5.773,0.0538,0.497,0.0,0.145,0.688,171.988,0,0,https://open.spotify.com/track/5WNKIFHYww0zLmpnNheVjq
Luz Negra,6wp1NwIYmuAxwFWeQjc8tm,0.507,0.225,-21.536,0.0526,0.664,1.37e-05,0.0893,0.704,79.322,10,0,https://open.spotify.com/track/6wp1NwIYmuAxwFWeQjc8tm
Vestido de Amor,4GBr2qBropxCkF0PKVaven,0.618,0.899,-5.855,0.0478,0.373,0.000735,0.36,0.614,136.007,7,1,https://open.spotify.com/track/4GBr2qBropxCkF0PKVaven
Bem Melhor,00vOICbp9QDX7e0R9l0Vl6,0.841,0.493,-7.099,0.0295,0.0139,2.46e-05,0.297,0.55,118.041,11,0,https://open.spotify.com/track/00vOICbp9QDX7e0R9l0Vl6
